Trip_ID,Pickup_Area,Drop_Area,Distance_km,Trip_Duration_min,Time_of_Day,Day_of_Week,Traffic_Level,Weather,Peak_Hour,Passenger_Count,Cab_Type,Payment_Mode,Driver_Rating,Fare_INR
TRIP04103,Bantalab,Muthi,34.68,120,Evening,Thursday,High,Cloudy,Yes,4,Mini,Cash,4.2,664.06
TRIP04104,Kunjwani,Channi Himmat,14.75,48,Evening,Wednesday,High,Sunny,No,3,SUV,UPI,4.4,443.4
TRIP04105,Bantalab,Trikuta Nagar,38.22,65,Evening,Friday,Low,Cloudy,Yes,4,Sedan,UPI,4.4,756.93
TRIP04106,Jewel Chowk,Trikuta Nagar,8.53,30,Evening,Wednesday,High,Sunny,Yes,1,SUV,UPI,4.7,346.69
TRIP04107,Trikuta Nagar,Patoli,22.08,37,Night,Monday,Low,Foggy,No,2,Sedan,Cash,4.5,475.65
TRIP04108,Sainik Colony,Railway Station,2.86,12,Night,Tuesday,Medium,Sunny,No,2,Mini,UPI,4.2,152.13
TRIP04109,Bakshi Nagar,Railway Station,28.05,92,Evening,Wednesday,High,Rainy,No,4,Mini,Card,4.4,558.79
TRIP04110,Bantalab,Sainik Colony,27.39,56,Evening,Sunday,Medium,Sunny,Yes,4,Mini,Cash,4.4,527.24
TRIP04111,Janipur,Bus Stand,31.1,111,Morning,Thursday,High,Rainy,Yes,4,Mini,UPI,4.7,653.45
TRIP04112,Trikuta Nagar,Talab Tillo,36.01,64,Night,Monday,Low,Cloudy,No,1,Sedan,UPI,4.3,679.44
TRIP04113,University,Bakshi Nagar,36.03,75,Morning,Sunday,Medium,Sunny,No,4,Mini,UPI,3.6,599.13
TRIP04114,Bakshi Nagar,Bantalab,33.66,70,Morning,Tuesday,Medium,Cloudy,Yes,3,Sedan,Cash,3.8,714.94
TRIP04115,Bantalab,Trikuta Nagar,10.91,19,Evening,Monday,Low,Cloudy,No,3,Mini,UPI,3.8,225.84
TRIP04116,Talab Tillo,Rehari,26.34,43,Morning,Thursday,Low,Sunny,No,4,SUV,Card,3.8,615.7
TRIP04117,Rehari,Narwal,11.39,19,Evening,Tuesday,Low,Sunny,No,3,Mini,Card,3.7,225.51
TRIP04118,Bus Stand,Channi Himmat,39.97,68,Morning,Wednesday,Low,Sunny,No,3,Mini,Card,4.6,588.69
TRIP04119,Rehari,Gandhi Nagar,36.36,63,Morning,Wednesday,Low,Cloudy,No,2,Mini,Card,3.9,540.59
TRIP04120,Railway Station,Gandhi Nagar,7.81,14,Afternoon,Sunday,Medium,Sunny,No,3,SUV,Cash,4.7,270.44
TRIP04121,Bahu Plaza,Patoli,25.06,59,Night,Sunday,Medium,Cloudy,Yes,2,SUV,Cash,3.9,716.08
TRIP04122,Janipur,Sainik Colony,25.38,57,Morning,Monday,Medium,Sunny,Yes,4,Mini,Cash,5.0,494.19
TRIP04123,University,Muthi,19.91,34,Morning,Monday,Low,Sunny,No,1,Mini,Cash,4.1,302.8
TRIP04124,Kunjwani,Jewel Chowk,24.75,37,Evening,Sunday,Low,Sunny,No,1,Mini,Cash,4.1,378.82
TRIP04125,Railway Station,Kunjwani,25.74,85,Evening,Wednesday,High,Sunny,Yes,3,Mini,Cash,4.0,522.64
TRIP04126,Bantalab,Channi Himmat,39.25,69,Morning,Tuesday,Low,Rainy,No,1,Sedan,Card,3.7,730.08
TRIP04127,Bus Stand,Bantalab,4.2,13,Afternoon,Wednesday,High,Cloudy,No,2,Mini,Card,4.6,210.51
TRIP04128,Satwari,Bakshi Nagar,19.51,31,Evening,Sunday,Low,Cloudy,No,3,Mini,Card,3.8,368.72
TRIP04129,University,Rehari,35.32,60,Morning,Saturday,Low,Sunny,No,3,Sedan,Cash,4.5,656.78
TRIP04130,Roop Nagar,Bantalab,2.96,13,Evening,Friday,Medium,Sunny,Yes,2,Sedan,Cash,4.4,199.53
TRIP04131,Roop Nagar,Talab Tillo,17.61,43,Afternoon,Saturday,Medium,Sunny,Yes,4,Sedan,Cash,4.5,455.26
TRIP04132,Muthi,Railway Station,25.98,45,Night,Sunday,Low,Sunny,No,4,Mini,UPI,4.1,475.3
TRIP04133,Bus Stand,Bahu Plaza,20.79,41,Morning,Friday,Medium,Sunny,No,2,SUV,UPI,4.8,521.6
TRIP04134,University,Patoli,29.31,48,Afternoon,Wednesday,Low,Rainy,No,3,SUV,Cash,3.7,701.39
TRIP04135,Sainik Colony,Satwari,33.07,48,Morning,Sunday,Low,Sunny,Yes,2,Mini,UPI,4.1,576.17
TRIP04136,Channi Himmat,Sainik Colony,16.67,30,Afternoon,Sunday,Low,Sunny,No,2,Mini,Card,4.3,291.61
TRIP04137,University,Satwari,10.71,24,Morning,Sunday,Medium,Sunny,Yes,2,Mini,Card,3.5,292.46
TRIP04138,Talab Tillo,Bakshi Nagar,20.5,37,Afternoon,Saturday,Low,Sunny,No,1,Mini,UPI,3.6,333.48
TRIP04139,Janipur,Muthi,34.11,58,Afternoon,Monday,Low,Sunny,No,1,Mini,Cash,5.0,501.77
TRIP04140,Bantalab,Rehari,14.48,31,Morning,Saturday,Medium,Cloudy,Yes,1,Mini,UPI,3.7,339.28
TRIP04141,Rehari,Narwal,8.91,12,Afternoon,Friday,Low,Sunny,No,4,SUV,Cash,4.6,253.29
TRIP04142,Bahu Plaza,Railway Station,30.34,101,Morning,Friday,High,Sunny,Yes,1,Sedan,UPI,4.2,656.62
TRIP04143,Talab Tillo,Sainik Colony,12.54,24,Evening,Thursday,Medium,Cloudy,Yes,2,Mini,UPI,4.9,309.59
TRIP04144,Bus Stand,Rehari,27.62,58,Morning,Thursday,Medium,Sunny,Yes,1,Mini,Card,3.8,485.45
TRIP04145,Talab Tillo,Janipur,22.88,77,Evening,Saturday,High,Sunny,Yes,2,SUV,Card,4.6,656.39
TRIP04146,Jewel Chowk,Rehari,7.22,21,Evening,Saturday,High,Foggy,Yes,3,Mini,Cash,4.9,337.59
TRIP04147,Railway Station,Patoli,27.16,90,Evening,Monday,High,Cloudy,Yes,3,Mini,UPI,4.8,570.39
TRIP04148,Bantalab,Patoli,4.28,11,Evening,Wednesday,High,Sunny,Yes,3,Sedan,Cash,4.0,256.87
TRIP04149,Channi Himmat,Satwari,31.05,99,Morning,Tuesday,High,Sunny,Yes,1,Sedan,Card,4.2,660.44
TRIP04150,Gandhi Nagar,Trikuta Nagar,6.13,11,Morning,Monday,Low,Sunny,No,4,Mini,Cash,3.7,167.23
TRIP04151,Gandhi Nagar,Bus Stand,13.23,34,Morning,Saturday,Medium,Rainy,No,2,Mini,UPI,3.7,317.49
TRIP04152,Narwal,Patoli,4.69,13,Morning,Wednesday,Low,Sunny,No,2,Sedan,Card,4.8,136.01
TRIP04153,Bantalab,Railway Station,1.36,5,Afternoon,Saturday,Low,Cloudy,No,2,Mini,Card,4.4,120.98
TRIP04154,Channi Himmat,Bakshi Nagar,25.79,41,Morning,Thursday,Low,Sunny,Yes,4,Sedan,Cash,3.7,540.04
TRIP04155,Narwal,Talab Tillo,7.15,14,Evening,Wednesday,Medium,Cloudy,Yes,2,Mini,UPI,4.0,236.28
TRIP04156,Bus Stand,Jewel Chowk,10.19,32,Evening,Saturday,High,Rainy,Yes,4,Mini,Cash,4.1,385.16
TRIP04157,Gandhi Nagar,Janipur,24.49,42,Afternoon,Wednesday,Low,Sunny,No,2,Mini,Card,4.2,365.96
TRIP04158,Bantalab,Narwal,30.47,52,Morning,Monday,Low,Sunny,Yes,2,Sedan,Cash,3.6,586.17
TRIP04159,Bakshi Nagar,Roop Nagar,21.63,47,Afternoon,Thursday,Medium,Sunny,No,3,Mini,UPI,3.7,385.87
TRIP04160,Jewel Chowk,Rehari,19.23,44,Afternoon,Thursday,Medium,Sunny,No,2,Mini,Cash,4.2,331.38
TRIP04161,Gandhi Nagar,University,15.02,48,Evening,Sunday,High,Sunny,Yes,2,Mini,UPI,4.1,397.54
TRIP04162,Roop Nagar,Satwari,4.99,20,Morning,Friday,High,Sunny,Yes,2,Mini,Card,4.0,235.48
TRIP04163,Railway Station,University,10.88,34,Morning,Tuesday,High,Sunny,Yes,2,Mini,UPI,4.9,330.38
TRIP04164,Bus Stand,Kunjwani,8.8,16,Morning,Thursday,Medium,Sunny,No,4,SUV,Cash,5.0,303.47
TRIP04165,Kunjwani,Patoli,17.81,29,Afternoon,Sunday,Low,Foggy,No,1,Sedan,Cash,4.5,384.02
TRIP04166,Bahu Plaza,Janipur,25.97,62,Evening,Sunday,Medium,Sunny,Yes,3,Mini,Card,4.7,512.33
TRIP04167,Bus Stand,University,28.72,61,Afternoon,Thursday,Medium,Sunny,No,4,Mini,UPI,3.6,477.27
TRIP04168,Kunjwani,Muthi,20.26,46,Morning,Friday,Medium,Sunny,Yes,4,Sedan,UPI,3.6,477.08
TRIP04169,Rehari,University,3.8,17,Evening,Sunday,High,Sunny,Yes,2,Mini,Cash,4.3,241.46
TRIP04170,Roop Nagar,Narwal,35.05,120,Morning,Thursday,High,Foggy,Yes,4,Sedan,Card,4.7,787.1
TRIP04171,Bahu Plaza,Roop Nagar,10.62,32,Evening,Sunday,High,Sunny,Yes,1,SUV,Card,4.7,409.43
TRIP04172,Satwari,Bus Stand,28.01,63,Evening,Tuesday,Medium,Rainy,Yes,2,Sedan,UPI,4.0,619.36
TRIP04173,Sainik Colony,Talab Tillo,37.59,67,Morning,Monday,Low,Sunny,No,1,Sedan,Cash,4.1,662.7
TRIP04174,Muthi,University,18.27,66,Evening,Monday,High,Sunny,Yes,2,SUV,UPI,4.7,554.31
TRIP04175,Bus Stand,Talab Tillo,34.99,113,Evening,Friday,High,Rainy,Yes,3,Mini,Cash,4.9,677.07
TRIP04176,Channi Himmat,University,38.93,65,Morning,Wednesday,Low,Rainy,No,2,Sedan,Cash,4.7,733.92
TRIP04177,University,Janipur,37.36,128,Morning,Monday,High,Sunny,Yes,1,SUV,Card,4.3,910.3
TRIP04178,Satwari,Janipur,16.95,61,Evening,Tuesday,High,Rainy,Yes,3,SUV,Card,4.5,582.55
TRIP04179,Bakshi Nagar,Roop Nagar,18.19,43,Evening,Wednesday,Medium,Foggy,Yes,3,Mini,UPI,3.8,429.85
TRIP04180,Talab Tillo,Railway Station,27.75,42,Morning,Friday,Low,Sunny,No,3,Mini,UPI,4.2,427.88
TRIP04181,Kunjwani,Talab Tillo,35.66,72,Morning,Sunday,Medium,Sunny,Yes,1,Sedan,Card,4.8,711.82
TRIP04182,Bus Stand,Sainik Colony,11.79,16,Morning,Saturday,Low,Cloudy,Yes,3,Mini,Cash,4.8,299.14
TRIP04183,Muthi,Talab Tillo,39.35,82,Afternoon,Saturday,Medium,Sunny,No,4,Mini,Card,4.4,659.48
TRIP04184,Bantalab,Jewel Chowk,34.1,52,Night,Tuesday,Low,Foggy,No,4,Mini,Cash,4.5,584.83
TRIP04185,Bakshi Nagar,Talab Tillo,20.19,37,Morning,Thursday,Low,Rainy,No,4,SUV,Card,4.0,540.28
TRIP04186,Janipur,Gandhi Nagar,35.65,54,Evening,Saturday,Low,Sunny,No,2,Sedan,Card,5.0,657.74
TRIP04187,Railway Station,Satwari,22.25,73,Evening,Friday,High,Rainy,Yes,1,Mini,UPI,3.7,490.2
TRIP04188,Bantalab,Roop Nagar,15.73,27,Evening,Saturday,Low,Sunny,No,3,Mini,Card,3.6,309.74
TRIP04189,Patoli,University,34.23,116,Morning,Tuesday,High,Sunny,Yes,3,Mini,UPI,4.5,629.69
TRIP04190,Narwal,University,34.28,52,Evening,Sunday,Low,Sunny,No,4,Sedan,UPI,4.1,663.89
TRIP04191,Satwari,Roop Nagar,8.21,9,Evening,Monday,Low,Sunny,Yes,2,Mini,Cash,4.4,214.42
TRIP04192,Roop Nagar,University,39.47,131,Evening,Monday,High,Cloudy,Yes,4,SUV,Cash,4.5,1019.72
TRIP04193,Channi Himmat,University,37.2,76,Afternoon,Saturday,Medium,Sunny,No,1,Sedan,Cash,4.0,695.61
TRIP04194,Kunjwani,Janipur,11.17,15,Afternoon,Tuesday,Low,Sunny,No,4,Sedan,Cash,3.7,278.3
TRIP04195,Bus Stand,Satwari,9.33,11,Morning,Sunday,Low,Sunny,No,4,Sedan,Cash,5.0,248.47
TRIP04196,Talab Tillo,Kunjwani,36.7,60,Evening,Tuesday,Low,Sunny,No,4,Mini,Card,4.6,559.25
TRIP04197,Bakshi Nagar,Gandhi Nagar,7.44,27,Evening,Sunday,High,Rainy,Yes,3,SUV,Card,4.5,394.54
TRIP04198,Narwal,Kunjwani,30.66,109,Morning,Thursday,High,Sunny,Yes,3,Mini,Cash,4.3,583.56
TRIP04199,Roop Nagar,Trikuta Nagar,1.13,5,Morning,Monday,Low,Sunny,No,2,Sedan,Cash,4.6,87.96
TRIP04200,Trikuta Nagar,Patoli,27.77,89,Evening,Wednesday,High,Cloudy,Yes,1,Mini,Cash,4.6,550.19
TRIP04201,Bahu Plaza,Bakshi Nagar,30.71,66,Evening,Saturday,Medium,Cloudy,No,1,Sedan,UPI,4.9,595.71
TRIP04202,Talab Tillo,Roop Nagar,6.53,6,Afternoon,Monday,Low,Sunny,No,3,Mini,Card,4.3,147.35
TRIP04203,Bantalab,Bakshi Nagar,29.99,99,Afternoon,Saturday,High,Sunny,No,1,SUV,UPI,4.0,725.9
TRIP04204,Channi Himmat,Rehari,30.56,52,Night,Tuesday,Low,Cloudy,No,4,Sedan,UPI,4.1,601.54
TRIP04205,Jewel Chowk,Channi Himmat,3.78,5,Evening,Thursday,Low,Rainy,Yes,3,Sedan,Card,4.2,229.6
TRIP04206,Roop Nagar,University,33.38,60,Afternoon,Tuesday,Low,Sunny,No,3,Mini,Card,4.3,512.82
TRIP04207,Bahu Plaza,Patoli,21.97,73,Evening,Wednesday,High,Cloudy,No,2,Mini,UPI,3.7,423.12
TRIP04208,Talab Tillo,Narwal,35.9,73,Morning,Thursday,Medium,Sunny,Yes,2,Mini,Cash,3.9,601.07
TRIP04209,Muthi,Sainik Colony,38.2,129,Evening,Friday,High,Sunny,Yes,4,SUV,UPI,4.8,966.21
TRIP04210,Sainik Colony,Kunjwani,12.79,19,Afternoon,Monday,Low,Sunny,No,3,Mini,Cash,4.4,249.42
TRIP04211,Narwal,Roop Nagar,20.99,40,Night,Wednesday,Low,Sunny,No,3,Mini,Card,4.9,375.05
TRIP04212,University,Trikuta Nagar,24.53,88,Morning,Tuesday,High,Sunny,Yes,2,Mini,UPI,3.8,503.01
TRIP04213,Satwari,Bahu Plaza,9.13,22,Afternoon,Monday,Low,Rainy,No,1,Sedan,Card,4.1,247.1
TRIP04214,Trikuta Nagar,Bantalab,33.75,73,Evening,Sunday,Medium,Cloudy,Yes,2,Mini,Cash,3.6,611.89
TRIP04215,Railway Station,Satwari,22.24,48,Afternoon,Thursday,Medium,Sunny,No,3,Sedan,Cash,4.0,465.55
TRIP04216,Bakshi Nagar,Channi Himmat,30.22,71,Morning,Tuesday,Medium,Cloudy,No,2,Mini,Card,4.7,507.02
TRIP04217,Kunjwani,Satwari,38.75,131,Morning,Monday,High,Foggy,Yes,2,Sedan,UPI,4.0,833.49
TRIP04218,Roop Nagar,Bus Stand,9.38,23,Evening,Sunday,Medium,Sunny,Yes,2,Mini,Card,4.2,271.36
TRIP04219,Bahu Plaza,Bus Stand,24.41,87,Evening,Saturday,High,Rainy,Yes,2,Mini,Cash,3.5,570.8
TRIP04220,Patoli,Janipur,28.83,98,Evening,Wednesday,High,Sunny,Yes,1,Mini,UPI,5.0,535.68
TRIP04221,Jewel Chowk,Gandhi Nagar,39.34,88,Evening,Saturday,Medium,Rainy,Yes,2,Sedan,UPI,3.9,822.98
TRIP04222,Bahu Plaza,Gandhi Nagar,10.74,22,Morning,Tuesday,Medium,Cloudy,No,2,Sedan,Card,4.1,279.04
TRIP04223,Trikuta Nagar,Jewel Chowk,3.99,7,Morning,Wednesday,Low,Rainy,No,1,Sedan,Card,3.7,167.51
TRIP04224,Roop Nagar,Kunjwani,24.49,55,Evening,Tuesday,Medium,Sunny,No,2,Mini,UPI,4.6,422.72
TRIP04225,Muthi,Trikuta Nagar,14.37,54,Evening,Friday,High,Sunny,Yes,1,SUV,Card,4.3,456.82
TRIP04226,Channi Himmat,Gandhi Nagar,9.96,30,Evening,Tuesday,High,Cloudy,Yes,3,Sedan,Card,4.2,375.07
TRIP04227,Bahu Plaza,Janipur,13.05,19,Morning,Friday,Low,Cloudy,No,2,Mini,Cash,3.9,249.39
TRIP04228,Talab Tillo,Trikuta Nagar,4.59,5,Afternoon,Wednesday,Low,Sunny,No,2,Mini,Card,4.5,108.64
TRIP04229,Trikuta Nagar,Jewel Chowk,18.13,42,Morning,Sunday,Medium,Sunny,Yes,2,Sedan,UPI,5.0,463.03
TRIP04230,Kunjwani,Bahu Plaza,39.34,130,Afternoon,Wednesday,High,Sunny,Yes,4,Mini,UPI,4.1,704.41
TRIP04231,Narwal,Bantalab,22.38,49,Evening,Thursday,Medium,Rainy,No,1,Sedan,Card,4.2,468.69
TRIP04232,Bahu Plaza,Trikuta Nagar,38.33,78,Morning,Sunday,Medium,Sunny,Yes,1,Mini,UPI,4.9,634.16
TRIP04233,Railway Station,Rehari,29.37,62,Morning,Friday,Medium,Sunny,Yes,4,Mini,Cash,4.3,537.37
TRIP04234,Jewel Chowk,University,31.97,56,Evening,Monday,Low,Rainy,No,3,SUV,Cash,4.1,753.58
TRIP04235,Bahu Plaza,Muthi,26.09,39,Evening,Wednesday,Low,Cloudy,Yes,3,Mini,UPI,4.7,458.83
TRIP04236,Sainik Colony,Railway Station,21.43,31,Afternoon,Friday,Low,Sunny,No,2,Mini,Card,4.3,332.51
TRIP04237,Channi Himmat,Talab Tillo,8.49,18,Evening,Monday,Medium,Sunny,No,4,Mini,UPI,3.5,215.55
TRIP04238,Muthi,Kunjwani,13.89,20,Night,Monday,Low,Cloudy,No,3,Sedan,Cash,4.8,336.47
TRIP04239,Muthi,Patoli,16.33,32,Morning,Monday,Medium,Sunny,Yes,3,Mini,Card,4.9,360.51
TRIP04240,Jewel Chowk,Channi Himmat,14.49,29,Afternoon,Saturday,Low,Sunny,No,2,Mini,UPI,3.9,256.69
TRIP04241,Narwal,Janipur,26.94,45,Night,Wednesday,Low,Sunny,No,3,Sedan,UPI,4.0,530.86
TRIP04242,Talab Tillo,Sainik Colony,33.69,110,Evening,Saturday,High,Sunny,Yes,3,Mini,UPI,4.2,642.26
TRIP04243,Gandhi Nagar,Talab Tillo,39.58,91,Evening,Tuesday,Medium,Rainy,Yes,4,Mini,Card,4.0,705.83
TRIP04244,Trikuta Nagar,Channi Himmat,21.72,52,Afternoon,Friday,Medium,Foggy,No,2,Sedan,Cash,4.4,478.19
TRIP04245,Bakshi Nagar,Gandhi Nagar,29.98,61,Afternoon,Monday,Medium,Rainy,No,3,Sedan,Cash,3.7,616.64
TRIP04246,Gandhi Nagar,Janipur,29.43,51,Evening,Friday,Low,Sunny,No,1,Sedan,Card,4.5,522.73
TRIP04247,Bus Stand,University,32.37,49,Morning,Monday,Low,Sunny,No,4,Sedan,UPI,3.8,611.76
TRIP04248,Bakshi Nagar,Bahu Plaza,34.14,61,Evening,Sunday,Low,Sunny,No,4,Mini,UPI,4.7,561.75
TRIP04249,Gandhi Nagar,Trikuta Nagar,26.0,53,Morning,Tuesday,Medium,Rainy,Yes,1,Mini,Card,3.8,509.82
TRIP04250,Bus Stand,Trikuta Nagar,38.17,130,Morning,Saturday,High,Foggy,Yes,3,Mini,UPI,4.9,748.32
TRIP04251,Channi Himmat,Bahu Plaza,2.48,11,Evening,Sunday,Medium,Cloudy,Yes,3,Sedan,UPI,4.1,223.42
TRIP04252,Janipur,Jewel Chowk,26.35,41,Night,Thursday,Low,Cloudy,No,2,Sedan,Card,4.5,533.46
TRIP04253,Jewel Chowk,Railway Station,33.6,51,Evening,Saturday,Low,Sunny,Yes,2,Mini,Card,4.6,572.51
TRIP04254,Channi Himmat,Muthi,22.65,42,Afternoon,Friday,Low,Sunny,No,4,Mini,Cash,3.9,371.64
TRIP04255,Channi Himmat,Trikuta Nagar,39.01,58,Evening,Monday,Low,Foggy,Yes,1,Mini,Card,4.7,636.42
TRIP04256,Bahu Plaza,Channi Himmat,1.49,10,Afternoon,Friday,Medium,Sunny,No,2,SUV,Cash,4.3,116.81
TRIP04257,Muthi,Bantalab,12.74,45,Morning,Sunday,High,Sunny,Yes,2,Mini,UPI,4.3,380.35
TRIP04258,Janipur,Muthi,4.13,11,Night,Saturday,High,Cloudy,Yes,1,Mini,Cash,3.8,280.12
TRIP04259,Bakshi Nagar,Channi Himmat,14.6,50,Morning,Friday,High,Rainy,Yes,4,Mini,UPI,3.6,443.73
TRIP04260,Bus Stand,Railway Station,30.33,50,Afternoon,Wednesday,Low,Rainy,No,3,Mini,UPI,3.7,511.8
TRIP04261,Sainik Colony,Bantalab,11.23,42,Evening,Monday,High,Sunny,Yes,1,Mini,Card,4.0,325.52
TRIP04262,Sainik Colony,Patoli,30.11,96,Evening,Wednesday,High,Cloudy,Yes,4,Mini,Card,4.7,609.63
TRIP04263,Janipur,Railway Station,26.61,93,Afternoon,Monday,High,Cloudy,No,1,SUV,Card,3.8,659.39
TRIP04264,Railway Station,Bus Stand,35.46,76,Evening,Thursday,Medium,Sunny,Yes,2,Mini,Cash,3.6,612.64
TRIP04265,Rehari,Bantalab,27.9,89,Morning,Saturday,High,Sunny,Yes,3,SUV,Cash,5.0,770.5
TRIP04266,Kunjwani,Bus Stand,10.82,40,Morning,Sunday,High,Rainy,Yes,4,Sedan,Cash,4.0,443.29
TRIP04267,Bus Stand,Patoli,5.15,11,Morning,Sunday,Low,Foggy,No,4,Mini,Cash,4.1,201.07
TRIP04268,Talab Tillo,University,39.83,137,Morning,Thursday,High,Sunny,No,2,Sedan,Cash,3.9,761.2
TRIP04269,Jewel Chowk,Bahu Plaza,5.38,15,Morning,Thursday,High,Cloudy,Yes,3,Mini,Card,3.8,281.47
TRIP04270,Sainik Colony,Railway Station,22.03,38,Night,Tuesday,Low,Sunny,Yes,3,Mini,Cash,3.9,437.26
TRIP04271,Patoli,Talab Tillo,20.13,36,Afternoon,Tuesday,Low,Sunny,Yes,4,Mini,Cash,4.7,403.27
TRIP04272,Railway Station,Narwal,8.94,17,Night,Friday,Medium,Sunny,No,2,Sedan,Cash,3.8,253.2
TRIP04273,Gandhi Nagar,Rehari,13.66,44,Morning,Sunday,High,Sunny,Yes,2,Mini,Cash,4.6,366.54
TRIP04274,Trikuta Nagar,Railway Station,4.6,6,Afternoon,Tuesday,Low,Cloudy,No,4,Sedan,Cash,4.4,168.97
TRIP04275,Satwari,Rehari,7.95,21,Evening,Wednesday,Medium,Foggy,Yes,4,Sedan,Card,4.7,307.33
TRIP04276,Satwari,Patoli,16.55,37,Evening,Wednesday,Medium,Rainy,Yes,2,Sedan,UPI,3.6,460.26
TRIP04277,Bus Stand,Satwari,9.1,18,Morning,Sunday,Medium,Rainy,No,4,Mini,UPI,4.5,284.85
TRIP04278,Rehari,Gandhi Nagar,5.23,8,Night,Friday,Low,Sunny,No,4,Mini,Cash,3.8,189.56
TRIP04279,Satwari,Sainik Colony,32.69,110,Evening,Tuesday,High,Sunny,Yes,1,Mini,UPI,4.4,599.94
TRIP04280,Janipur,Gandhi Nagar,34.95,57,Morning,Tuesday,Low,Foggy,No,1,Sedan,Cash,4.8,636.4
TRIP04281,Channi Himmat,Narwal,35.29,56,Evening,Friday,Low,Cloudy,No,4,SUV,Cash,4.7,812.71
TRIP04282,Rehari,Channi Himmat,6.0,27,Morning,Monday,High,Sunny,Yes,1,Mini,Card,4.3,239.94
TRIP04283,Jewel Chowk,Muthi,20.52,70,Morning,Monday,High,Cloudy,Yes,1,Sedan,Card,4.2,512.56
TRIP04284,Narwal,Sainik Colony,23.65,47,Evening,Saturday,Medium,Rainy,Yes,4,Mini,Card,3.6,523.58
TRIP04285,Narwal,Railway Station,25.99,52,Morning,Friday,Medium,Foggy,Yes,3,Sedan,Cash,4.1,600.81
TRIP04286,Kunjwani,Muthi,15.02,30,Afternoon,Thursday,Medium,Sunny,No,1,Mini,Cash,4.9,282.88
TRIP04287,Trikuta Nagar,Roop Nagar,7.85,13,Night,Saturday,Low,Cloudy,No,2,Sedan,Cash,4.8,240.25
TRIP04288,Satwari,Jewel Chowk,22.75,40,Afternoon,Wednesday,Low,Sunny,No,3,Sedan,UPI,4.5,450.85
TRIP04289,Narwal,Roop Nagar,12.7,31,Morning,Sunday,Medium,Rainy,Yes,3,Mini,UPI,4.4,388.77
TRIP04290,Rehari,Gandhi Nagar,36.18,53,Morning,Friday,Low,Sunny,No,4,Mini,UPI,4.8,543.72
TRIP04291,Narwal,Bahu Plaza,18.47,44,Afternoon,Thursday,Medium,Sunny,No,1,Mini,Card,4.9,311.63
TRIP04292,University,Bakshi Nagar,7.5,15,Morning,Wednesday,Low,Sunny,Yes,3,Mini,Cash,4.5,209.76
TRIP04293,Talab Tillo,Patoli,29.89,105,Night,Tuesday,High,Cloudy,No,3,Mini,UPI,3.6,567.57
TRIP04294,Patoli,Railway Station,14.58,44,Afternoon,Wednesday,High,Sunny,Yes,2,Sedan,Cash,4.0,418.26
TRIP04295,Talab Tillo,Rehari,35.13,74,Afternoon,Friday,Medium,Sunny,No,2,SUV,UPI,5.0,785.49
TRIP04296,Bantalab,Jewel Chowk,1.39,5,Morning,Tuesday,Low,Rainy,No,3,SUV,Cash,3.6,144.06
TRIP04297,Rehari,Janipur,29.93,98,Morning,Friday,High,Sunny,Yes,3,Mini,Card,3.6,580.76
TRIP04298,Talab Tillo,Rehari,17.53,25,Night,Monday,Low,Sunny,No,3,Mini,Card,4.9,340.96
TRIP04299,Muthi,Railway Station,32.04,67,Afternoon,Sunday,Medium,Cloudy,Yes,3,Sedan,UPI,4.6,704.46
TRIP04300,Roop Nagar,Talab Tillo,38.47,127,Night,Friday,High,Sunny,No,4,Sedan,Card,4.6,801.93
TRIP04301,Patoli,Bahu Plaza,34.82,119,Morning,Monday,High,Sunny,Yes,4,Sedan,Card,4.5,751.82
TRIP04302,Bakshi Nagar,Channi Himmat,1.31,10,Morning,Tuesday,Medium,Rainy,No,4,Mini,Cash,4.3,165.82
TRIP04303,Satwari,Railway Station,19.95,49,Morning,Tuesday,Medium,Sunny,Yes,4,SUV,Card,3.9,564.59
TRIP04304,Channi Himmat,Janipur,7.59,9,Afternoon,Saturday,Low,Rainy,No,2,Mini,UPI,3.8,223.11
TRIP04305,Talab Tillo,Gandhi Nagar,23.32,46,Morning,Thursday,Medium,Foggy,No,1,Mini,UPI,4.0,403.13
TRIP04306,Channi Himmat,Bakshi Nagar,15.96,25,Night,Monday,Low,Sunny,No,4,Mini,Cash,3.9,330.03
TRIP04307,Talab Tillo,Gandhi Nagar,1.22,5,Night,Saturday,Medium,Rainy,No,2,SUV,UPI,4.4,195.74
TRIP04308,Patoli,Bahu Plaza,30.82,101,Morning,Thursday,High,Cloudy,Yes,4,Mini,UPI,4.2,613.96
TRIP04309,Janipur,Bantalab,20.65,49,Morning,Wednesday,Medium,Sunny,Yes,4,Mini,Card,4.5,429.44
TRIP04310,Bahu Plaza,Bantalab,15.96,60,Evening,Tuesday,High,Sunny,Yes,4,SUV,Card,4.1,534.66
TRIP04311,Bus Stand,Railway Station,31.35,72,Afternoon,Thursday,Medium,Sunny,No,4,Sedan,Card,4.8,607.34
TRIP04312,Roop Nagar,Bantalab,5.87,16,Morning,Sunday,Medium,Sunny,Yes,3,SUV,Cash,4.7,294.8
TRIP04313,Talab Tillo,Bantalab,30.42,104,Morning,Monday,High,Sunny,Yes,1,Mini,UPI,3.9,560.2
TRIP04314,Muthi,Railway Station,8.06,20,Afternoon,Thursday,Medium,Sunny,No,3,Mini,Cash,3.9,219.45
